,portfolio,rates,fx,equity,rpnl::TU1 Comdty,rpnl::TY1 Comdty,rpnl::KE1 Comdty,rpnl::KAA1 Comdty,pos::TU1 Comdty,pos::TY1 Comdty,pos::KE1 Comdty,pos::KAA1 Comdty
2018-10-16,-0.0021510789619988645,7.229807531087485e-05,-0.0022233770373097394,1.285048872185011,-9.500870127867644e-05,-6.859727585132616e-05,0.00015279136378416373,8.311268865671373e-05,0.5362914619743023,0.18043163088714573,0.5432193220071715,0.19531068979319743
2018-10-17,0.006375537746194955,0.0006179060500812818,0.005757631696113673,1.293241749775332,-0.00019988557904541962,-0.00039791659206905774,0.0004775042867652771,0.000738203934430482,0.5178111260826681,0.1913456962136775,0.5233534141089635,0.19354771786081415
2018-10-18,0.008634810673957641,0.0014778108200625716,0.007156999853895068,1.3044086474402994,0.00011932453778418356,0.000265799382506299,0.0005570179337941052,0.000535668965977984,0.49892399262581116,0.20078407358961708,0.5033578230468475,0.19323051983542988
2018-10-19,-0.00409123410785063,-0.000930607098394529,-0.0031606270094561013,1.2990720062913164,-0.0002620044337610099,-0.00015354629108849409,-9.989139424693613e-05,-0.0004151649792980889,0.9650180091188224,0.4159898555127494,0.9721121377924804,0.3896155327699178
2018-10-22,0.0027774502325555533,-0.0016833896011351516,0.0044608398336907044,1.3026801141372966,-9.320582839669423e-05,-0.00013495666210024517,-0.0007925179943659523,-0.0006627091162722598,0.4695388845354399,0.21386955730950732,0.4723765360049031,0.19525736814846023
2018-10-23,0.003331185300703764,0.001362123070340531,0.0019690622303632334,1.30701958298503,0.00022041450218140355,0.00033992644787704773,0.00022918842437364114,0.0005725936959084387,0.45844811790647355,0.21962978998033997,0.46071823908204407,0.19546483043176946
2018-10-24,0.006363950378967872,0.0010055249686808294,0.005358425410287043,1.315337390755486,0.0003369765198977503,0.0007303146701243787,-0.00013386382083062874,7.209759948932932e-05,0.8921333105725079,0.45186686690998684,0.8957655044534207,0.39004555897523924
2018-10-25,0.006880734024063782,0.0007825104464479545,0.006098223577615828,1.3243878774931805,-0.00023430187513371272,-0.00031452547060699496,0.0003522249506268989,0.0009791128415617633,0.8658405965731889,0.4641100075554515,0.868746351677919,0.3901427754254322
2018-10-26,6.151610124405745e-05,0.0026721313299061297,-0.002610615228662072,1.3244693486719388,0.0005639952591300443,0.0010056134401355602,0.00044875912235514134,0.000653763508285384,0.8393628370241334,0.47336181088441226,0.8416874411079174,0.39287982041099034
2018-10-29,0.007531375728264922,0.004902987620576792,0.0026283881076881307,1.3344444249773575,-0.00014049053245904184,-0.00023598468838776924,0.002252254718687779,0.003027208122735824,0.8110670363190315,0.4837873549393835,0.8129267195860587,0.3915701798127193
2018-10-30,0.0023019718600067033,-0.0046895482873716915,0.006991520147378394,1.3375162784923984,-0.00045264967193757054,-0.000965473185101002,-0.0012405608950904075,-0.0020308645352427115,0.7849681338807861,0.4914072151861674,0.786455880494408,0.38772153412675897
2018-10-31,-0.0026127221393142507,-0.0017312814378861213,-0.0008814407014281295,1.334021720099888,-0.00020740109773610078,-0.0005388473017278833,-0.00024105485870991032,-0.000743978179712227,0.761228257584828,0.49441652183011486,0.7624184548757256,0.38334240307883327
2018-11-01,-0.012901815577425865,0.00044222608552237715,-0.013344041662948242,1.3168104178908788,0.00027575840517867915,0.00034515970469982507,4.533554040644695e-05,-0.00022402756476257407,0.7382011313785715,0.4975360373078206,0.7391532892112894,0.37863630350604416
2018-11-02,-0.007003094499841666,-0.004642951840468302,-0.002360142659373364,1.3075886700960129,-0.0007066078411791929,-0.002155129147071124,-0.0008989636055107083,-0.000882251246707277,0.7257799125002943,0.4979704344310639,0.7265416387664686,0.37361130513573065
2018-11-05,-0.003285702538903056,0.0005641562309116829,-0.0038498587698147387,1.3032923226828375,-4.8970701661483534e-05,0.00029922037476042104,6.574231960278613e-05,0.00024816423820995934,0.7154928774040133,0.49494874494319846,0.7161022584169529,0.3654667072515978
2018-11-06,-0.0019066020433220446,-0.0016416910665769146,-0.00026491097674512996,1.3008074628773645,-0.00023804457107635518,-0.000707943996877243,-8.742620796546431e-05,-0.000608276290657852,0.70955257815998,0.49240424921443127,0.7100400829703316,0.3576611615675869
2018-11-07,-0.0022442485559645755,0.0011615197774662554,-0.0034057683334308307,1.297888127607214,-0.0003332166241688497,-0.0002073901096571081,0.0004532056754644876,0.0012489208358277255,0.7065089535407817,0.4927910448388501,0.706898957389063,0.35026613205653395
2018-11-08,0.006238056422063514,-0.00018674744197327815,0.006424803864036792,1.3059844269767542,-9.557188426338765e-05,-4.754125063375442e-05,-4.32879021200394e-05,-3.464049560966881e-07,0.7110527886094054,0.497530405194491,0.7113647916880305,0.3433380329346002
2018-11-09,0.010627284011880218,0.002843093397209806,0.0077841906146704125,1.3198634943973289,0.0004706686173062998,0.0014640603400544474,0.00019474999459658115,0.0007136144452524777,0.716866238616218,0.5025408539837389,0.7171158410791182,0.33578935557725464
2018-11-12,0.011304245050639471,0.000570317916890065,0.010733927133749406,1.3347835547713898,-2.8420959780451337e-07,-1.8692819121156612e-07,0.00015238301305484306,0.00041840604162423804,0.7225504305723083,0.5062794178079703,0.7227501125426283,0.3266802455306176
2018-11-13,-0.0027465849667553995,0.0018446942553354412,-0.004591279222090841,1.3311174583259824,0.00038642675312347915,0.0011356011881835841,0.00024159392135270104,8.107239267567698e-05,0.7252832619739416,0.5110501385755813,0.7254430075501976,0.3178889852319531
2018-11-14,-0.004454150146229772,0.0012370516026251777,-0.00569120174885495,1.3251884613043308,0.0002891657346533049,0.00039756639675589536,0.0002862794861636999,0.00026403998505227763,0.7238890765521397,0.517273883413172,0.7240168730131447,0.3106551210792577
2018-11-15,0.004941645222324607,-0.0007002456649223217,0.005641890887246928,1.3317370725328148,0.00014476147705356528,0.00040306613675790046,-0.00039541466679399325,-0.0008526586119397941,0.7235167469344557,0.5233196244631669,0.7236189841032596,0.3038741996389629
2018-11-16,-0.0038009277499131905,0.0020966571887549757,-0.005897584938668166,1.3266752361382368,0.0006308627686624539,0.001323721494453913,-0.00011031965646209677,0.0002523925821007055,0.7258910407679116,0.5321785505214248,0.7259728305029547,0.2970398850322003
2018-11-19,-0.0032092834291283204,0.0008007035088133832,-0.004009986937941704,1.3224175592870635,0.00012275695130777327,-4.0300497615068377e-07,0.00011042028615265098,0.0005679292763291096,0.7250488630121623,0.5402386500444385,0.7251142948001968,0.28964408390506285
2018-11-20,0.003924507133458011,-0.00036219019330988673,0.004286697326767897,1.3276073964318955,-0.00016867811342018016,-3.5293688592275e-07,-6.146001026783311e-08,-0.00019309768299351595,0.7238327491644125,0.5472973877628935,0.7238850945948402,0.2822126863432452
2018-11-21,0.003540947768438878,-0.0003893595431591784,0.003930307311598056,1.332308384879654,-0.00011979554763827361,2.769026353557792e-06,-0.00015479003220699635,-0.00011754298966746626,0.7331284859936654,0.544508686665203,0.7331703623380076,0.2777349854033707
2018-11-22,-0.0007115237191532365,0.00038249322892546384,-0.0010940169480787004,1.3313604158625854,-4.046360053289344e-07,-1.5118145226232783e-07,0.0002677344345458301,0.00011531461183722502,0.7412212061002441,0.5414850576199565,0.7412547071757178,0.27409317117311743
2018-11-23,0.0031382538734258964,0.0021657175852369437,0.0009725362881889529,1.3355385628445922,5.357024185280979e-05,0.0006813296341684435,0.0005193899645020884,0.000911427744713602,0.7471074634162302,0.5392260468222262,0.7471342642766092,0.27134934052280407
2018-11-26,0.0015942396855819323,-0.0008465499378744185,0.002440789623456351,1.337667731423104,-0.0002511663025936892,-0.00041394753693699564,-6.85207796129918e-05,-0.00011291531873074187,0.7493020559738139,0.539172416713203,0.7493234966621171,0.26838013801205934
2018-11-27,0.005058118611629813,0.0004676074210625258,0.004590511190567287,1.3444338134715919,-3.287182872868106e-05,-0.00010589797879005776,0.00018274049154832537,0.00042363673703293926,0.7450957596387315,0.5432954645273246,0.745112912189374,0.2656052101805451
2018-11-28,-0.007728556415143749,3.498081856261207e-05,-0.007763537233706362,1.3340432808977498,0.0002919021053495668,-5.217390343011448e-05,-0.00018248138217695454,-2.2266001179885718e-05,0.7386012419910748,0.5502656890824723,0.7386149640315888,0.2617471977498895
2018-11-29,-0.0009003597561712811,0.0023082105553310322,-0.003208570311502313,1.3328421620146387,-3.5247016785747157e-07,0.0008507226863093556,0.0006315766782173973,0.0008262636609721367,0.7315518386339254,0.5625477762757606,0.7315628162663366,0.2587987982619177
2018-11-30,0.007266405480632148,0.0014092707374544517,0.005857134743177696,1.3425271336055196,0.00026067536695647604,0.0012419184744468501,-0.00017921426420137735,8.589116025250301e-05,0.7230920598749108,0.573384219888129,0.7231008419808398,0.2563118870638044
2018-12-03,-0.006825837425612387,-0.0007035804372390782,-0.006122256988373308,1.333363261652055,-0.0004028732719155096,0.0005478898731230675,-0.00048640206862599007,-0.0003621949698206461,0.7200224643761478,0.5825049680796811,0.720029490060891,0.2533061384682798
2018-12-04,-0.0027628277459043607,0.002868852197398042,-0.005631679943302403,1.3296794086373933,0.0003054503586807231,0.0017171859846852868,0.00010981530655212878,0.000736400547479903,0.7160973033891722,0.5901181326346778,0.7161029239369668,0.2523807673042822
2018-12-05,0.00702361451180189,0.0016744271503023945,0.005349187361499495,1.339018564227943,-3.9727585069052053e-07,-4.238004947163032e-07,0.0004810005234387271,0.0011942477032090741,0.7081517863753618,0.5985941425290039,0.7081562828135977,0.24843777543976522
2018-12-06,0.0031076257162545797,0.003205055430031921,-9.742971377734182e-05,1.34317973275268,0.0003941246014360216,0.0005685933430934315,0.001148342218446184,0.0010939952670562842,0.6974237982806741,0.6097776832035877,0.6974273954312628,0.24628627663519653
2018-12-07,5.847055970934188e-05,0.0020114021675611366,-0.0019529316078517947,1.3432582692234443,0.000551369119045076,0.0016163616439003512,0.0001495779964093095,-0.0003059065917935996,0.6829026901165896,0.6127857980549204,0.6829055678370605,0.24561244015743
2018-12-10,0.014415131819995182,0.00041075977935265616,0.014004372040642527,1.3626215142425988,-0.00020258854905580223,-0.0004022078057963749,0.0006088521630746027,0.00040670397113023066,0.6702802852654246,0.6141867716160893,0.6702825874418014,0.24852984159550107
2018-12-11,0.00343484465199393,-0.0010109022107835314,0.004445746862777462,1.3673019074634867,-0.00037824911876155565,-0.0006933322267873989,0.0001842209988888766,-0.0001235418641234534,0.6595130120505268,0.6146382011310584,0.6595148537916281,0.25244619140224744
2018-12-12,-0.00723438615876086,-0.0016589171123943206,-0.0055754690463665395,1.3574103174692855,-8.786577824363314e-05,-0.0009884780213948717,-8.121165307092028e-05,-0.0005013616596848954,0.6505545269233562,0.6146546781877815,0.6505560003162373,0.2552369116117815
2018-12-13,-0.0028417650532975448,-0.00022019212393108482,-0.00262157292936646,1.3535528762661158,0.00010806351546413627,-0.00011303752614140105,5.951213369958309e-05,-0.00027473024695340314,0.6446464777488591,0.6159265987603993,0.6446476564631639,0.2584117563139397
2018-12-14,0.009667703778776359,0.0018095941738203898,0.00785810960495597,1.3666386245227675,0.0003023355052358488,0.0007648642835302371,0.0003150928034939642,0.0004273015815603398,0.6398137713411522,0.6168378681503844,0.6398147143125961,0.2612104088981599
2018-12-17,-0.0015485414027677955,0.0011474987706816266,-0.002696040173449422,1.3645223280300722,0.00042908969997887056,0.001055125611378962,-0.00029343819386465277,-4.327834681155317e-05,0.63623548970042,0.6178547671478057,0.6362362440775751,0.2635319750751609
2018-12-18,-0.008021161847948332,0.002609657209161518,-0.01063081905710985,1.3535772735918037,0.0004923556931985397,0.0012849002808863065,0.00013581364671402842,0.0006965875883626433,0.6395634898763859,0.6248589118342944,0.6395640933781099,0.2667544579355527
2018-12-19,-0.0021312949388382543,0.003074358397436738,-0.005205653336274992,1.350692401199271,-1.963480910090469e-05,0.0020632035842075283,-4.367815925855667e-07,0.0010312264039227003,0.6482992424284421,0.636535579994769,0.6482997252298213,0.2664500064176347
2018-12-20,-0.008116538550933026,-0.002503790915547167,-0.005612747635385861,1.3397294542544849,-0.0002544010057272816,-0.0017093643050106163,-0.0002968627635759209,-0.00024316284123334798,0.6549237496348126,0.6455128196878741,0.654924135875916,0.26403452222954665
2018-12-21,0.0008669736576499444,-0.0008910030416095753,0.0017579766992595197,1.3408909643997011,0.0003275943185817155,0.0005390573834458619,-0.0008598446128043544,-0.0008978101308327982,0.6631751458358571,0.6556464018783063,0.6631754548287399,0.25767923065855325
2018-12-24,-0.0025153031868134835,0.002173371444203424,-0.004688674631016907,1.3375182170837772,0.0008339153966450912,0.0017423343027760962,-8.235895899777258e-05,-0.00032051929621999066,0.6700930205453696,0.6640700253793288,0.6700932677396756,0.25136128483229725
2018-12-25,-5.036577224886115e-06,-1.2456703389991359e-06,-3.790906885886979e-06,1.3375114805699873,-2.9014302329022915e-07,-3.503729749506357e-07,-2.901405513471678e-07,-3.1501378941110325e-07,0.6758958810111741,0.6710774848783415,0.675896078766619,0.24506100904407518
2018-12-26,0.006094365491039652,-0.0010720229401007919,0.007166388431140444,1.3456627643810424,-0.0005915522369329487,-0.00239845662285098,0.0008422372490127578,0.001075748670670379,0.6809526254634632,0.6770979085571971,0.6809527836678191,0.23953380461606658
2018-12-27,-0.0069014225353172766,0.0019277665070323994,-0.008829189042349677,1.3363757770540057,0.0005590852154410313,0.001432395660555596,-6.342991140993589e-05,-2.844575542918795e-07,0.6851783690602508,0.6820945955352379,0.6851784956237355,0.23384465353022899
2018-12-28,-0.00209142834669788,0.001554140520771463,-0.003645568867469342,1.3335808428720346,0.0004970768381175662,0.0017002654561395721,-0.00027568590989131454,-0.0003675158635943609,0.6895456394193057,0.6870786205992954,0.6895457406700934,0.22830635278622305
2018-12-31,-0.002102425493264924,0.0014985073131957172,-0.0036009328064606407,1.3307770885106507,0.0003028679379720802,0.0011960493910043101,-1.830777431516606e-07,-2.269380375214264e-07,0.6932072145324965,0.6912335994764882,0.6932072955331267,0.22376759203579452
2019-01-02,0.008969199878504943,0.0031288383577140117,0.005840361520790932,1.3427130942112375,0.0002176206932620529,0.0022651814015420763,0.0005352089798892647,0.00011082728302061764,0.7000982378887551,0.6985193458439485,0.7000983026892592,0.22470862062754804
2019-01-03,0.001389183707424361,0.003045009892307292,-0.0016558261848829304,1.3445783693654614,0.0009721492073555314,0.002382532881707113,-8.693635229481959e-05,-0.00022273584446053283,0.7092385110783891,0.7079753974425438,0.7092385629187924,0.23073334031640727
2019-01-04,-0.004714076676703786,-0.0054490483381978245,0.0007349716614940378,1.3382399238344354,-0.0013062648379423348,-0.004200804264273295,0.00015329947375452693,-9.527870973672183e-05,0.7097973733647264,0.7087868824560501,0.7097974148370491,0.23256339383350805
2019-01-07,-0.008038292454332277,-0.0020984144545457156,-0.00593987799978656,1.3274827599525907,-0.0005344810520042598,-0.0010503431036279097,-0.00026416295234531895,-0.00024942734656822717,0.7003861584663709,0.69957776573943,0.700386191644229,0.2315109322085215
2019-01-08,0.0034583770284241067,-0.001996202135331221,0.005454579163755326,1.3320736958352397,-0.0005057032989085057,-0.0011740829669277014,-8.723797019011441e-05,-0.00022917789930489938,0.6907829744852984,0.6901362603037456,0.6907830010275849,0.2299435110324723
2019-01-09,-0.00487084130304145,0.0013884348768065612,-0.006259276179848012,1.3255853762588703,0.00036353692404928086,0.0006523889544260164,0.00010681419500912771,0.0002656948033221361,0.680888144698804,0.6803707733535618,0.6808881659326332,0.22677535706062102
2019-01-10,-0.00012730312991999246,-0.0007598586130811952,0.0006325554831612027,1.3254166250914963,-0.00024827390187784766,-0.0011445985206641584,0.0002961581137402633,0.0003368556957205477,0.6788846947636481,0.6784707976874543,0.6788847117507116,0.2255930835044233
2019-01-11,3.3135658004224784e-07,0.0009839242271381544,-0.0009835928705581123,1.3254170642770162,0.00037985306798894464,0.0014672643793829287,-0.00021119185822449148,-0.0006520013620092275,0.6782032294410639,0.677872111780109,0.6782032430307148,0.22466017971886787
2019-01-14,0.0032473597615762335,0.000537401044707063,0.0027099587168691705,1.329721170318856,6.652290112502945e-05,-6.013387993246525e-05,0.00010548550118020392,0.00042552652233429487,0.6783407643538717,0.6780758702251076,0.6783407752255922,0.2235620890399109
2019-01-15,0.002360738192596674,-2.0883951521802048e-05,0.0023816221441184757,1.3328602938711323,-2.4006892268424453e-08,-0.0003107109608611267,0.00010552815175313404,0.00018432286447845903,0.6788209021992402,0.678608986896229,0.6788209108966167,0.22180229013331373
2019-01-16,5.587525229501316e-06,-0.0007854221309095158,0.0007910096561390171,1.3328677412616519,-6.767184348172153e-05,-0.00037424414376057205,-0.00010556517377617164,-0.00023794096989105057,0.6792999427931312,0.6791304105507222,0.6792999497510325,0.22009754561311964
2019-01-17,0.0014235051427831144,-0.0013599904835839365,0.002783495626367051,1.3347650853459876,-0.000249097888223643,-0.0010110341146866587,-6.338328277844573e-05,-3.6475197895189004e-05,0.6787126535217408,0.6785770277278137,0.6787126590880619,0.21933254631677215
2019-01-18,0.0008739358105237726,-0.0026963694113995543,0.003570305221923327,1.3359315843527084,-0.000547525418091019,-0.001195616796893598,-0.00031775202557748016,-0.0006354751708374574,0.6790717317621554,0.6789632311270137,0.6790717362152123,0.21816320039358394
2019-01-21,0.003089600774469384,-0.0004316744725002418,0.003521275246969626,1.3400590796103626,-1.6015425352589042e-07,-1.5906924717447037e-07,-0.00010603235619312386,-0.00032532289280641757,0.6758686466916376,0.6757818461835243,0.6758686502540832,0.2161615470194458
2019-01-22,0.0012637030323010138,0.0029988281058940876,-0.001735125073593074,1.3417525163327289,0.0002941143047517211,0.0015938089847534322,0.0004843708444541122,0.000626533971934822,0.6737063791843199,0.6736369387778292,0.6737063820342762,0.21631349325509683
2019-01-23,-0.001352523008721057,9.829244831630326e-05,-0.0014508154570373603,1.3399377651823796,4.427725523145492e-05,-6.178401301556245e-05,-6.365783605113633e-05,0.00017945704215154712,0.6698164253430635,0.669760873017871,0.6698164276230286,0.21715252954792186
2019-01-24,0.004375332975562088,0.0007797390993373351,0.0035955938762247527,1.345800439071583,0.0002119946565883166,0.0009463572213962107,-0.00025243411128832063,-0.00012617866735887152,0.6655406231753261,0.6654961813151722,0.6655406249992982,0.21910224058370614
2019-01-25,-0.010487262404526384,-0.0022092285019889636,-0.00827803390253742,1.3316866767229125,-0.00047465468792993093,-0.0015943352506661158,4.1552529720827686e-05,-0.00018179109311374468,0.6635004228367987,0.6634648693486755,0.6635004242959763,0.2227413690359035
2019-01-28,-0.0027326176435197493,0.0003406690525649608,-0.00307328669608471,1.3280476862144592,0.00018687346168661515,0.0005395789097939858,-0.00014554407231391495,-0.00024023924660172523,0.661876973807054,0.6618485310165555,0.6618769749743961,0.22531575442121515
2019-01-29,0.0005809527279702513,0.0009761570662323276,-0.00039520433826207646,1.3288192191406403,0.00019063402322454324,0.0012778635596925687,-6.22575028961514e-05,-0.00043008301378863294,0.6632235387669333,0.6632007845345345,0.6632235397008069,0.22946116597683155
2019-01-30,-0.0018060833726120224,0.0015509217909912428,-0.0033570051636032648,1.326419260843743,0.0007213346628877821,0.0012090657763084503,-0.000207778407344407,-0.00017170024086058267,0.6674149810083264,0.6673967776224073,0.6674149817554254,0.23340855121577095
2019-01-31,0.002770675058394774,0.003769392744113361,-0.000998717685718587,1.3300943376067371,0.0005650636555261257,0.001817970997832181,0.00041705836610328743,0.000969299724651767,0.6716076690194339,0.6715931063106987,0.6716076696171129,0.2341204448574077
2019-02-01,0.005435595417059859,-0.002136529543039085,0.007572124960098945,1.3373241922924897,-0.0004994065230717166,-0.0020774646403769444,0.0001679475870582,0.00027239403335137583,0.6785724885383534,0.6785608383713654,0.6785724890164967,0.2339712085998287
2019-02-04,0.0014379617590380622,-0.001904710658126762,0.003342672417164825,1.3392472133404427,-0.0003943888697874255,-0.0015099316134296835,-1.6495524954081575e-07,-2.2521966011200545e-07,0.6818715936247984,0.681862273491208,0.681871594007313,0.2294668153975886
2019-02-05,0.002432963288810747,0.0011356105558521117,0.0012973527329586349,1.3425055526451422,0.00016268564393778293,0.0009734421389701684,-1.8966924481600424e-07,-3.2755781102348505e-07,0.6856649785976215,0.6856575224907492,0.6856649789036331,0.2229156591771189
2019-02-06,-0.0008825401501609622,0.00011878544217249103,-0.001001325592333453,1.3413207375931187,-2.436323443616246e-05,0.00014356520207885144,-1.5259564713362984e-07,-2.6392982306432527e-07,0.6887168916014963,0.6887109267159984,0.6887168918463057,0.21763706271583239
2019-02-07,0.0035142453444366117,0.0018578498333917158,0.001656395511044896,1.3460344677506015,0.000518877848155296,0.0014590961559806956,4.318017829783047e-05,-0.00016330434904210587,0.6914037707401524,0.691398998831754,0.6914037709359998,0.21577177305053102
2019-02-08,0.001442106218569432,0.001997318156851397,-0.0005552119382819652,1.3479755924269534,0.00017024614982396685,0.0009183745096535237,0.00036939398908354237,0.0005393035082903638,0.6935462658069889,0.6935424482802702,0.6935462659636668,0.21620584263552076
2019-02-11,0.005059221995397841,-0.0005573508315378392,0.00561657282693568,1.3547953001934192,-0.00024053228492725964,-0.0007783441246127997,6.529882480951687e-05,0.00039622675319270326,0.6964475233623797,0.6964444693410047,0.6964475234877219,0.21554321695772377
2019-02-12,-0.0016732517716741124,-0.002581564861545916,0.0009083130898718034,1.3525283865571147,-0.0002429500678777444,-0.0013566799946145248,-0.0002629330421047278,-0.000719001756948919,0.6992968399333749,0.6992943967162749,0.6992968400336487,0.21074478455130083
2019-02-13,0.001513474029235287,-0.001219052760937827,0.002732526790173114,1.3545754031439725,-0.0002927740058837629,-0.0005745974266551997,-0.00017610041237147055,-0.00017558091602739388,0.7016136878079773,0.7016117332342973,0.7016136878881963,0.2029862069270964
2019-02-14,0.0012766878784764314,0.0028336834890109225,-0.0015569956105344908,1.3563047731416489,0.00044269495407523243,0.001935792718917528,0.0002869758663065902,0.000168219949711572,0.7035100346563716,0.7035084709974276,0.7035100347205469,0.1921298681363888
2019-02-15,0.001041790631806597,-0.0002147179324643553,0.0012565085642709524,1.3577177587481823,-0.0002477970535741933,-0.00036077945874256394,0.0001548142397443897,0.00023904434010801228,0.7050504229390063,0.705049172011851,0.7050504229903464,0.18202212033464432
2019-02-18,-0.00279571294746687,-0.0009730981328023012,-0.0018226148146645684,1.3539219696310445,-9.755348208773663e-08,-9.756599135928857e-08,-0.0004880854343897504,-0.00048481757893910376,0.7070014925807611,0.7070004918390368,0.7070014926218331,0.17189336064618504
2019-02-19,0.00410345920756434,0.001584133255992183,0.002519325951572157,1.3594777332036507,0.00032343874180523015,0.0011500459226603589,0.00011111224090044064,-4.6364937384681394e-07,0.708481475887048,0.7084806752936685,0.7084814759199056,0.16262037316924877
2019-02-20,-0.0017764315224303852,-0.0006154306530970595,-0.0011610008693333257,1.3570627141043456,-0.0001241621095614456,-0.0004335300567092776,-0.00011144056386366858,5.3702077037332244e-05,0.710348463926818,0.7103478234521146,0.7103484639531042,0.15406325918198827
2019-02-21,-0.002321575593308794,-0.0027165939337098982,0.000395018340401105,1.3539121904286915,-0.0003757764473747003,-0.0018794221937215377,-0.00017866343071794782,-0.0002827318618957122,0.7118993890295422,0.7118988766497794,0.7118993890505713,0.146195407438322
2019-02-22,0.0018785587961911475,0.002179652442128855,-0.0003010936459377073,1.3564555940832916,0.0004273140432741023,0.0015944244251271864,-1.1781565900259583e-09,0.00015791515188415646,0.7119229521655487,0.7119225422617383,0.7119229521823718,0.13875982897629943
2019-02-25,-0.00010767758941891388,-0.0009603076265051516,0.0008526300370862378,1.356309534214767,-0.00015149190813542454,-0.0004346346867719317,-0.00022367384157891178,-0.00015050719001888355,0.7118427380640578,0.7118424101410095,0.7118427380775162,0.13263354394671292
2019-02-26,-0.0054953355095069744,0.0018629790753032986,-0.0073583145848102735,1.3488561582695138,0.00028977396481163646,0.0010848978550576035,0.00026813421781491135,0.00022017303761914705,0.7125884482469288,0.7125881859084899,0.7125884482576954,0.12211549809237114
2019-02-27,0.0029525460639647,-0.0018379283136606413,0.00479047437762534,1.352838718210467,-0.00019534694862434124,-0.0018920227677567084,6.712902093324509e-05,0.00018231238178716312,0.7134425479066919,0.7134423380359408,0.7134425479153053,0.10858475968284448
2019-02-28,0.005550401442012068,-0.0017454831631882012,0.00729588460520027,1.3603475161828322,-0.00019585003624067942,-0.001319578630743262,-0.00015694863685623942,-7.310585934802044e-05,0.7132954819767342,0.7132953140801332,0.7132954819836248,0.09261369858745884
2019-03-01,0.0032238266307489556,-0.0020135916557059274,0.005237418286454883,1.3647330407325755,-0.00046807951241044615,-0.0015444600626343598,-3.182672540255616e-08,-1.0202539357188096e-06,0.7139320164861636,0.7139318821688827,0.7139320164916759,0.07220861987308265
2019-03-04,-0.0014413553841143064,0.0007085660992347598,-0.0021499214833490665,1.362765975416437,0.00014737969774895903,0.0012509822979069156,-0.00044827864786516763,-0.00024151724855594719,0.7136547963887073,0.7136546889348826,0.7130058840420711,0.051384976500235484
2019-03-05,0.0013521992509095892,9.175681010095257e-05,0.0012604424408086366,1.36460870654756,-5.003941926374928e-05,0.00021920518154677616,-6.782510330353425e-05,-9.583848878540067e-06,0.7155016534178557,0.7155015674547959,0.6999401671313149,0.031038173604882785
2019-03-06,0.003828321207470269,0.0015424067320348948,0.002285914475435374,1.3698328669987347,0.00034861251774981106,0.0009572835865088963,0.00021921189390560023,1.729873387058712e-05,0.7170620294685851,0.7170619606981373,0.6865665777664693,0.01462589795758957
2019-03-07,-0.00043551587961208936,0.002854612026959761,-0.0032901279065718505,1.3692362830327423,0.0005245389204271351,0.002210733817069919,0.00010769885798038402,1.1640431482322804e-05,0.719769484771485,0.7197694297551267,0.6825393201153566,0.0035656363883545456
2019-03-08,0.003826870756365066,0.0008873685511396504,0.0029395022052254157,1.3744761733228343,0.0001536692001977755,0.0004464800986416874,0.0002772710169156703,9.948235384517333e-06,0.7205625542999082,0.7205625102868217,0.6760949165720632,-0.0060243087767365144
2019-03-11,-0.002900668242110306,-0.0007426878097855603,-0.0021579804323247458,1.3704892739373395,-0.00017633814623467585,-0.00044503739879600454,-0.00012757016308482448,6.257898329944474e-06,0.7206765586622658,0.7206765234517966,0.6841281743450551,-0.011768169902361857
2019-03-12,0.001153669145980101,0.0020315565621049185,-0.0008778874161248175,1.3720703651275779,0.0003056525203732097,0.001558047715088617,0.00017083626309274825,-2.9799364496562617e-06,0.7208106024825275,0.7208105743141522,0.6915718950287589,-0.011130668883370177
2019-03-13,-0.001965324990196032,-0.0007916746069351849,-0.0011736503832608471,1.369373800950685,-0.00017645560660639966,-0.0008173102802144846,0.00021630731478044008,-1.421603489474072e-05,0.7205945902612202,0.72059456772652,0.6972036242982053,-0.005817707177800984
2019-03-14,0.006855759892496888,-0.00020793209129041512,0.007063691983787304,1.378761898933079,5.0796371236643625e-05,-0.000372310681774709,0.00010914368036963344,4.438538878016826e-06,0.7198672653919391,0.719867247364179,0.7011544926215272,0.0026324450507610544
2019-03-15,0.0005398182624331004,0.0018462418189679395,-0.0013064235565348392,1.3795061797856698,0.000283522485476801,0.001785917117428441,-0.00021992665466096496,-3.2711292763374154e-06,0.7184554090516446,0.7184553946294364,0.703485190835315,0.015290353003570558
2019-03-18,-0.002980825215615425,-0.0010739496404289389,-0.0019068755751864863,1.3753941129798675,-0.00017727821974504614,-0.0006685365692338302,-0.00022088551718969096,-7.249334260371546e-06,0.7166015504570619,0.7166015389192953,0.7046253758839982,0.03252095703424496
2019-03-19,-0.00856649752926644,-0.00046292208087833853,-0.008103575448388101,1.3636118027092579,-0.00020415685230042865,-0.0003704795222436086,6.631453803788759e-05,4.539975562781112e-05,0.7148429764144658,0.7148429671842526,0.705262036756015,0.04861188771356613
2019-03-20,-0.0013994102267302045,0.004228230849540923,-0.0056276410762711275,1.3617035504072565,0.0009042686256446753,0.0035302110161335087,-0.00017712148890993147,-2.9127303327329638e-05,0.7141857466062775,0.7141857392221069,0.7065209948795169,0.06316367644424296
